EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2021;1300170000;44E;23000;17T25D1085M1;DIETAS;4370,00
2021;1300170000;44E;23000;17T4361092M1;DIETAS;14266,00
2021;1300170000;44E;23000;17T54C1096M1;DIETAS;14000,00
2021;1300170000;44E;41301;17A1632090MB;A LA AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;1250000,00
2021;1300170000;44E;41301;17A3112058MB;A LA AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;700000,00
2021;1300170000;44E;41301;17T135B087MB;A LA AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;1616684,00
2021;1300170000;44E;60700;17T136D000M5;BIENES DESTINADOS AL USO GENERAL;169250,00
2021;1300170000;44E;60909;17T4361092M1;OTRO INMOVILIZADO INMATERIAL;39631,00
2021;1300170000;44E;61100;17A1522087M1;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;253154,00
2021;1300170000;44E;61100;17A1632090M1;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;373137,00
2021;1300170000;44E;61100;17A1632091M1;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;524534,00
2021;1300170000;44E;61100;17A1641085M1;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;690000,00
2021;1300170000;44E;61100;17T25D1085M1;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;6247,00
2021;1300170000;44E;61150;17A1522087M1;A EMPRESA DE TRANSFORMACIÓN AGRARIA SA;2561880,00
2021;1300170000;44E;61150;17A1632090M1;A EMPRESA DE TRANSFORMACIÓN AGRARIA SA;2038201,00
2021;1300170000;44E;61150;17A1632091M1;A EMPRESA DE TRANSFORMACIÓN AGRARIA SA;31021,00
2021;1300170000;44E;61150;17A1641085M1;A EMPRESA DE TRANSFORMACIÓN AGRARIA SA;4066892,00
2021;1300170000;44E;61700;17A1341063M1;BIENES DESTINADOS AL USO GENERAL;76863,00
2021;1300170000;44E;61700;17A1522087M1;BIENES DESTINADOS AL USO GENERAL;3891110,00
2021;1300170000;44E;61700;17A1522087M1;BIENES DESTINADOS AL USO GENERAL;90626,00
2021;1300170000;44E;61700;17A1522087M1;BIENES DESTINADOS AL USO GENERAL;3086159,00
2021;1300170000;44E;61700;17A1632090M1;BIENES DESTINADOS AL USO GENERAL;7955767,00
2021;1300170000;44E;61700;17A1632091M1;BIENES DESTINADOS AL USO GENERAL;700000,00
2021;1300170000;44E;61700;17A1641085M1;BIENES DESTINADOS AL USO GENERAL;700000,00
2021;1300170000;44E;61700;17A1641085M1;BIENES DESTINADOS AL USO GENERAL;300000,00
2021;1300170000;44E;61700;17A1641085M1;BIENES DESTINADOS AL USO GENERAL;659913,00
2021;1300170000;44E;61700;17T135B000M1;BIENES DESTINADOS AL USO GENERAL;6691067,00
2021;1300170000;44E;61700;17T136C000G0;BIENES DESTINADOS AL USO GENERAL;249129,00
2021;1300170000;44E;61800;17T25D1085M1;OTRO INMOVILIZADO MATERIAL;18753,00
2021;1300170000;44E;61900;17A1123060M1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;130944,00
2021;1300170000;44E;62700;17A1641085M1;BIENES DESTINADOS AL USO GENERAL;6110000,00
2021;1300170000;44E;68700;17A1641085M1;BIENES DESTINADOS AL USO GENERAL;1151739,00
2021;1300170000;44E;68700;17A1641085M1;BIENES DESTINADOS AL USO GENERAL;164977,00
2021;1300170000;44E;68800;17A1522087M1;OTRO INMOVILIZADO MATERIAL;194651,00
2021;1300170000;44E;68800;17A1641085M1;OTRO INMOVILIZADO MATERIAL;308370,00
2021;1300170000;44E;68905;17A1231079M1;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;331343,00
2021;1300170000;44E;68905;17A1641085M1;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;3229514,00
2021;1300170000;44E;69700;17A1632090M5;BIENES DESTINADOS AL USO GENERAL;2623277,00
2021;1300170000;44E;71301;17A3112058MB;A LA AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;3964729,00
2021;1300170000;44E;71301;17T135B087MB;A LA AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;2055623,00
2021;1300170000;44F;23000;17T3351087M2;DIETAS;5000,00
2021;1300170000;44F;23000;17T54G2000M2;DIETAS;81609,00
2021;1300170000;44F;23000;17T54G2096M2;DIETAS;9903,00
2021;1300170000;44F;60909;17A1231078M9;OTRO INMOVILIZADO INMATERIAL;1052384,00
2021;1300170000;44F;61100;17A1641085M4;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;458610,00
2021;1300170000;44F;62909;17A1112058M2;OTRO INMOVILIZADO INMATERIAL;690980,00
2021;1300170000;44F;62909;17A1231078M2;OTRO INMOVILIZADO INMATERIAL;2307684,00
2021;1300170000;44F;62909;17A1231079M2;OTRO INMOVILIZADO INMATERIAL;4835018,00
2021;1300170000;44F;62909;17A1511087M2;OTRO INMOVILIZADO INMATERIAL;584481,00
2021;1300170000;44F;62909;17A1641085M2;OTRO INMOVILIZADO INMATERIAL;134057,00
2021;1300170000;44F;62909;17A1641085M2;OTRO INMOVILIZADO INMATERIAL;293163,00
2021;1300170000;44F;62909;17A1641085M2;OTRO INMOVILIZADO INMATERIAL;1268760,00
2021;1300170000;44F;62909;17A1641085M2;OTRO INMOVILIZADO INMATERIAL;132132,00
2021;1300170000;44F;62909;17A1641085M4;OTRO INMOVILIZADO INMATERIAL;307875,00
2021;1300170000;44F;62909;17A1A00121M2;OTRO INMOVILIZADO INMATERIAL;1777907,00
2021;1300170000;44F;62909;17A1A00123M2;OTRO INMOVILIZADO INMATERIAL;494,00
2021;1300170000;44F;62909;17A4121096M2;OTRO INMOVILIZADO INMATERIAL;955767,00
2021;1300170000;44F;62909;17T3351087M2;OTRO INMOVILIZADO INMATERIAL;180000,00
2021;1300170000;51D;61010;17A1621022M8;INVERSIONES EN BIENES INMUEBLES;3687110,00
2021;1300170000;51D;61100;17A1511087M7;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;340000,00
2021;1300170000;51D;61100;17A1621022M7;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;5021162,00
2021;1300170000;51D;61150;17A1522087M7;A EMPRESA DE TRANSFORMACIÓN AGRARIA SA;3500000,00
2021;1300170000;51D;61700;17A1431013M8;BIENES DESTINADOS AL USO GENERAL;700725,00
2021;1300170000;51D;61700;17A1511087M8;BIENES DESTINADOS AL USO GENERAL;31189947,00
2021;1300170000;51D;61700;17A1522087M8;BIENES DESTINADOS AL USO GENERAL;1900000,00
2021;1300170000;51D;61700;17A1522087M8;BIENES DESTINADOS AL USO GENERAL;5269027,00
2021;1300170000;51D;61700;17A1622020M8;BIENES DESTINADOS AL USO GENERAL;40133223,00
2021;1300170000;51D;61700;17A1622021M8;BIENES DESTINADOS AL USO GENERAL;35677289,00
2021;1300170000;51D;61909;17A1621022M7;OTRO INMOVILIZADO INMATERIAL;4795593,00
2021;1300170000;51D;61909;17A1632091M8;OTRO INMOVILIZADO INMATERIAL;2015222,00
2021;1300170000;51D;61909;17T111A000M8;OTRO INMOVILIZADO INMATERIAL;367281,00
2021;1300170000;51D;66700;17A1522087M7;BIENES DESTINADOS AL USO GENERAL;3068159,00
2021;1300170000;51D;66909;17A1511087M7;OTRO INMOVILIZADO INMATERIAL;1820653,00
2021;1300170000;51D;66909;17A1622021M7;OTRO INMOVILIZADO INMATERIAL;300000,00
2021;1300170000;71E;65909;17A1341066G0;OTRO INMOVILIZADO INMATERIAL;808997,00
2021;1300180000;12M;41101;18S0523;AL IAIFAPAPE;14331,00
2021;1300180000;12M;65909;18S0060;OTRO INMOVILIZADO INMATERIAL ESTADISTICAS AGRARIAS;200000,00
2021;1300180000;12M;71101;18S0523;AL IAIFAPAPE;126269,00
2021;1300180000;71B;41201;18S0520;A LA AGENCIA DE GESTIÓN AGRARIA Y PESQUERA DE ANDALUCÍA;60000,00
2021;1300180000;71B;41201;18S0598;A LA AGENCIA DE GESTIÓN AGRARIA Y PESQUERA DE ANDALUCÍA;133527,00
2021;1300180000;71B;76200;18S0179;INDEMNIZACIONES POR SACRIFICIO DE ANIMALES;25000,00
2021;1300180000;71B;77204;18S0179;EN MATERIA DE SANIDAD ANIMAL;715934,00
2021;1300180000;71B;77223;18S0201;LUCHA CONTRA PLAGAS;122113,00
2021;1300180000;71B;78200;18S0179;INDEMNIZACIONES POR SACRIFICIO DE ANIMALES;23000,00
2021;1300180000;71B;78206;18S0600;RAZAS AUTOCTONAS EN PELIGRO DE EXTINCION;110815,00
2021;1300180000;71B;78207;18S0602;CONTROL RENDIMIENTO LECHERO;112814,00
2021;1300200000;51D;61010;20OIF2000;INVERSIONES EN BIENES INMUEBLES;50000,00
2021;1300200000;51D;61010;20OIF2000;INVERSIONES EN BIENES INMUEBLES;81850000,00
2021;1300200000;51D;61010;20OIF2001;INVERSIONES EN BIENES INMUEBLES;7350000,00
2021;1300200000;51D;61010;20OIF2001;INVERSIONES EN BIENES INMUEBLES;44711019,00
2021;1300200000;51D;61010;20OIF2001;INVERSIONES EN BIENES INMUEBLES;150000,00
2021;1300200000;51D;61010;20OIF2001;INVERSIONES EN BIENES INMUEBLES;750000,00
2021;1300200000;51D;61100;20OIF2000;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;1738981,00
2021;1300200000;51D;61100;20OIF2001;A AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA;300000,00
2021;1300200000;51D;61909;20OIF2000;OTRO INMOVILIZADO INMATERIAL;200000,00
2021;1300200000;51D;61909;20OIF2001;OTRO INMOVILIZADO INMATERIAL;1900000,00
2021;1331010000;54D;10000;0101;RETRIBUCIONES DINERARIAS;62388,00
2021;1331010000;54D;12000;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);302634,00
2021;1331010000;54D;12001;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);238107,00
2021;1331010000;54D;12002;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);150183,00
2021;1331010000;54D;12003;0101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);9093,00
2021;1331010000;54D;12005;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);172695,00
2021;1331010000;54D;12100;0101;COMPLEMENTO DE DESTINO;434641,00
2021;1331010000;54D;12101;0101;COMPLEMENTO ESPECIFICO;748479,00
2021;1331010000;54D;12109;0101;OTROS COMPLEMENTOS;118,00
2021;1331010000;54D;13003;0101;SALARIOS GRUPO IV;17342,00
2021;1331010000;54D;13004;0101;SALARIOS GRUPO V;7917,00
2021;1331010000;54D;13005;0101;ANTIGUEDAD (INCLUIDO COMPLEM PERSONAL NO ABSORB);20438,00
2021;1331010000;54D;13100;0101;COMPLEMENTO DE CATEGORIA;14585,00
2021;1331010000;54D;13101;0101;COMPLEMENTO DE PUESTO DE TRABAJO;7412,00
2021;1331010000;54D;13102;0101;COMPLEMENTO DE CONVENIO;9314,00
2021;1331010000;54D;13109;0101;OTROS COMPLEMENTOS;787,00
2021;1331010000;54D;15000;0101;PERSONAL FUNCIONARIO;35213,00
2021;1331010000;54D;15001;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);714,00
2021;1331010000;54D;16000;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);605074,00
2021;1331010000;54D;16202;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (AG);12080,00
2021;1331010000;54D;16304;0101;PREMIOS DE JUBILACIÓN (ADMÓN GENERAL);9022,00
2021;1331010000;54D;17001;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON GENERAL);240102,00
2021;1331010000;54D;20900;0101;CANONES;2000,00
2021;1331010000;54D;21300;0101;MAQUINARIA;1750,00
2021;1331010000;54D;21400;0101;ELEMENTOS DE TRANSPORTE;2000,00
2021;1331010000;54D;21500;0101;MOBILIARIO Y ENSERES;3350,00
2021;1331010000;54D;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;25000,00
2021;1331010000;54D;22000;0101;ORDINARIO NO INVENTARIABLE;13000,00
2021;1331010000;54D;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;3375,00
2021;1331010000;54D;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;45000,00
2021;1331010000;54D;22103;0101;COMBUSTIBLE;3500,00
2021;1331010000;54D;22109;0101;OTROS SUMINISTROS;1000,00
2021;1331010000;54D;22201;0101;POSTALES Y MENSAJERIA;1375,00
2021;1331010000;54D;22209;0101;OTROS;1000,00
2021;1331010000;54D;22302;0101;ENTES PRIVADOS;500,00
2021;1331010000;54D;22309;0101;OTROS;500,00
2021;1331010000;54D;22500;0101;ESTATALES;12000,00
2021;1331010000;54D;22501;0101;LOCALES;2000,00
2021;1331010000;54D;22509;0101;OTROS;3700,00
2021;1331010000;54D;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;300,00
2021;1331010000;54D;22603;0101;JURIDICOS Y CONTENCIOSOS;11090,00
2021;1331010000;54D;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;2000,00
2021;1331010000;54D;22609;0101;OTROS;2300,00
2021;1331010000;54D;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;8800,00
2021;1331010000;54D;22707;0101;EDICIÓN DE PUBLICACIONES;500,00
2021;1331010000;54D;22709;0101;OTROS;1100,00
2021;1331010000;54D;22712;0101;TRADUCCIONES E INTERPRETACIONES;9900,00
2021;1331010000;54D;23000;0101;DIETAS;6000,00
2021;1331010000;54D;23100;0101;LOCOMOCION;6000,00
2021;1331010000;54D;23300;0101;OTRAS INDEMNIZACIONES;20000,00
2021;1331010000;54D;34200;0101;INTERESES DE DEMORA;40000,00
2021;1331010000;54D;60500;0101;MOBILIARIO Y ENSERES;20000,00
2021;1331010000;54D;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;200000,00
2021;1331010000;54D;60905;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;900000,00
2021;1331030000;54D;12000;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);1608740,00
2021;1331030000;54D;12001;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);756339,00
2021;1331030000;54D;12002;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);718734,00
2021;1331030000;54D;12003;0101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);81835,00
2021;1331030000;54D;12004;0101;SUELDOS PERSONAL DE AGRUPPROFES(ADMON GENERAL);8333,00
2021;1331030000;54D;12005;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);763004,00
2021;1331030000;54D;12100;0101;COMPLEMENTO DE DESTINO;1996631,00
2021;1331030000;54D;12101;0101;COMPLEMENTO ESPECIFICO;3190652,00
2021;1331030000;54D;12109;0101;OTROS COMPLEMENTOS;11406,00
2021;1331030000;54D;13000;0101;SALARIOS GRUPO I;284948,00
2021;1331030000;54D;13001;0101;SALARIOS GRUPO II;99578,00
2021;1331030000;54D;13002;0101;SALARIOS GRUPO III;1304381,00
2021;1331030000;54D;13003;0101;SALARIOS GRUPO IV;528942,00
2021;1331030000;54D;13004;0101;SALARIOS GRUPO V;1052905,00
2021;1331030000;54D;13005;0101;ANTIGUEDAD (INCLUIDO COMPLEM PERSONAL NO ABSORB);1337680,00
2021;1331030000;54D;13100;0101;COMPLEMENTO DE CATEGORIA;1824322,00
2021;1331030000;54D;13101;0101;COMPLEMENTO DE PUESTO DE TRABAJO;1082940,00
2021;1331030000;54D;13102;0101;COMPLEMENTO DE CONVENIO;1201709,00
2021;1331030000;54D;13109;0101;OTROS COMPLEMENTOS;141462,00
2021;1331030000;54D;13500;0101;ADMINISTRACIÓN GENERAL;147199,00
2021;1331030000;54D;13900;0101;PERSONAL LABORAL INDEFINIDO NO FIJO;12857,00
2021;1331030000;54D;15000;0101;PERSONAL FUNCIONARIO;160187,00
2021;1331030000;54D;15001;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);81138,00
2021;1331030000;54D;16000;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);5229357,00
2021;1331030000;54D;16202;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (AG);57174,00
2021;1331030000;54D;16304;0101;PREMIOS DE JUBILACIÓN (ADMÓN GENERAL);60514,00
2021;1331030000;54D;17200;0101;SENTENCIAS JUZGADOS DE LO SOCIAL;76851,00
2021;1331030000;54D;20400;0101;ARRENDAMIENTOS DE ELEMENTOS DE TRANSPORTE;200000,00
2021;1331030000;54D;20900;0101;CANONES;15650,00
2021;1331030000;54D;21100;0101;TERRENOS Y BIENES NATURALES;8000,00
2021;1331030000;54D;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;100000,00
2021;1331030000;54D;21300;0101;MAQUINARIA;70000,00
2021;1331030000;54D;21301;0101;INSTALACIONES;100000,00
2021;1331030000;54D;21302;0101;UTILLAJE;5500,00
2021;1331030000;54D;21400;0101;ELEMENTOS DE TRANSPORTE;50000,00
2021;1331030000;54D;21500;0101;MOBILIARIO Y ENSERES;12000,00
2021;1331030000;54D;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;15000,00
2021;1331030000;54D;21900;0101;OTRO INMOVILIZADO MATERIAL;5000,00
2021;1331030000;54D;22000;0101;ORDINARIO NO INVENTARIABLE;22750,00
2021;1331030000;54D;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;3750,00
2021;1331030000;54D;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;40000,00
2021;1331030000;54D;22100;0101;ENERGIA ELECTRICA;10000,00
2021;1331030000;54D;22101;0101;AGUA;50000,00
2021;1331030000;54D;22102;0101;GAS;6600,00
2021;1331030000;54D;22103;0101;COMBUSTIBLE;70000,00
2021;1331030000;54D;22104;0101;VESTUARIO;80000,00
2021;1331030000;54D;22105;0101;PRODUCTOS ALIMENTICIOS;1100,00
2021;1331030000;54D;22109;0101;OTROS SUMINISTROS;150000,00
2021;1331030000;54D;22111;0101;REACTIVOS;3100,00
2021;1331030000;54D;22114;0101;MAT DE LIMPIEZA, ASEO, PROD LAVANDERIA Y SIMILAR;6200,00
2021;1331030000;54D;22116;0101;ENERGÍA ELÉCTRICA CONTRATACIÓN CENTRALIZADA;1000000,00
2021;1331030000;54D;22117;0101;MATERIAL DE LABORATORIOS;5500,00
2021;1331030000;54D;22200;0101;TELEFONICAS;57000,00
2021;1331030000;54D;22201;0101;POSTALES Y MENSAJERIA;33300,00
2021;1331030000;54D;22204;0101;SERVICIOS DE ACCESO A DATOS Y COMUNTRONCALES INF;225700,00
2021;1331030000;54D;22209;0101;OTROS;500,00
2021;1331030000;54D;22302;0101;ENTES PRIVADOS;3900,00
2021;1331030000;54D;22309;0101;OTROS;1000,00
2021;1331030000;54D;22409;0101;OTROS RIESGOS;9000,00
2021;1331030000;54D;22500;0101;ESTATALES;18000,00
2021;1331030000;54D;22501;0101;LOCALES;100000,00
2021;1331030000;54D;22502;0101;AUTONOMICOS;20000,00
2021;1331030000;54D;22509;0101;OTROS;18050,00
2021;1331030000;54D;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;200,00
2021;1331030000;54D;22603;0101;JURIDICOS Y CONTENCIOSOS;3850,00
2021;1331030000;54D;22604;0101;CURSOS Y ACTIVIDADES DE FORMACIÓN;4400,00
2021;1331030000;54D;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;3000,00
2021;1331030000;54D;22609;0101;OTROS;1000,00
2021;1331030000;54D;22700;0101;LIMPIEZA Y ASEO;564383,00
2021;1331030000;54D;22701;0101;SEGURIDAD;180000,00
2021;1331030000;54D;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;16405,00
2021;1331030000;54D;22709;0101;OTROS;80000,00
2021;1331030000;54D;22830;0101;A SOC AND PARA DESARROLLO DE LAS TELECOM,SA;7300,00
2021;1331030000;54D;23000;0101;DIETAS;15000,00
2021;1331030000;54D;23100;0101;LOCOMOCION;15000,00
2021;1331030000;54D;60200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;200000,00
2021;1331030000;54D;60300;0101;MAQUINARIA;350000,00
2021;1331030000;54D;60301;0101;INSTALACIONES TECNICAS;450000,00
2021;1331030000;54D;60302;0101;UTILLAJE;103705,00
2021;1331030000;54D;60900;0101;INVERSIÓN EN INVESTIGACION Y DESARROLLO;5000,00
2021;1331030000;54D;60900;0101;INVERSIÓN EN INVESTIGACION Y DESARROLLO;50000,00
2021;1331030000;54D;60900;0101;INVERSIÓN EN INVESTIGACION Y DESARROLLO;1489024,00
2021;1331030000;54D;66200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;350000,00
2021;1331030000;54D;66300;0101;MAQUINARIA;150000,00
2021;1331030000;54D;66301;0101;INSTALACIONES TECNICAS;200000,00
2021;1331030000;54D;66400;0101;ELEMENTOS DE TRANSPORTE;100000,00
2021;1331030000;54D;66600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;100000,00
2021;1331110000;54D;22103;11C12A0111U1;COMBUSTIBLE;5000,00
2021;1331110000;54D;22103;11C12A0231U1;COMBUSTIBLE;2000,00
2021;1331110000;54D;23000;11C12A0111U1;DIETAS;37500,00
2021;1331110000;54D;23000;11C12A0231U1;DIETAS;9000,00
2021;1331110000;54D;23000;11C14A1021U1;DIETAS;15000,00
2021;1331110000;54D;23000;11C15C0122U1;DIETAS;2500,00
2021;1331110000;54D;23100;11C12A0111U1;LOCOMOCION;37500,00
2021;1331110000;54D;23100;11C12A0231U1;LOCOMOCION;9000,00
2021;1331110000;54D;23100;11C14A1021U1;LOCOMOCION;15000,00
2021;1331110000;54D;23100;11C15C0122U1;LOCOMOCION;2500,00
2021;1331110000;54D;60300;11C12A0111U1;MAQUINARIA;50000,00
2021;1331110000;54D;60300;11C12A0111U1;MAQUINARIA;40000,00
2021;1331110000;54D;60300;11C15C0122U1;MAQUINARIA;50000,00
2021;1331110000;54D;60600;11C12A0111U1;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;25000,00
2021;1331110000;54D;60601;11C12A0111U1;ADQUISICIÓN DE EQUIPOS OFIMÁTICOS;25000,00
2021;1331110000;54D;60800;11C14A1021U1;OTRO INMOVILIZADO MATERIAL;70000,00
2021;1331110000;54D;60900;11C1002014U0;INVERSIÓN EN INVESTIGACION Y DESARROLLO;220000,00
2021;1331110000;54D;60900;11C12A0111U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;100000,00
2021;1331110000;54D;60900;11C12A0111U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;40000,00
2021;1331110000;54D;60900;11C12A0111U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;250000,00
2021;1331110000;54D;60900;11C12A0111U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;30000,00
2021;1331110000;54D;60900;11C12A0231U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;200000,00
2021;1331110000;54D;60900;11C14A1021U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;300000,00
2021;1331110000;54D;60900;11C15C0122U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;330000,00
2021;1331110000;54D;60909;11C12A0111U1;OTRO INMOVILIZADO INMATERIAL;100000,00
2021;1331110000;54D;60909;11C12A0111U1;OTRO INMOVILIZADO INMATERIAL;40000,00
2021;1331110000;54D;60909;11C12A0111U1;OTRO INMOVILIZADO INMATERIAL;1400000,00
2021;1331110000;54D;60909;11C12A0231U1;OTRO INMOVILIZADO INMATERIAL;100000,00
2021;1331120000;54D;22103;12G1320211U1;COMBUSTIBLE;1000,00
2021;1331120000;54D;22103;12G1812161U1;COMBUSTIBLE;5000,00
2021;1331120000;54D;22103;12G1820251U1;COMBUSTIBLE;854,00
2021;1331120000;54D;23000;12G1320211U1;DIETAS;9500,00
2021;1331120000;54D;23000;12G1612121U1;DIETAS;10000,00
2021;1331120000;54D;23000;12G1812161U1;DIETAS;22500,00
2021;1331120000;54D;23000;12G1820251U1;DIETAS;1500,00
2021;1331120000;54D;23100;12G1320211U1;LOCOMOCION;9500,00
2021;1331120000;54D;23100;12G1612121U1;LOCOMOCION;10000,00
2021;1331120000;54D;23100;12G1812161U1;LOCOMOCION;22500,00
2021;1331120000;54D;23100;12G1820251U1;LOCOMOCION;1500,00
2021;1331120000;54D;60900;12G1320211U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;480000,00
2021;1331120000;54D;60900;12G1612121U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;380000,00
2021;1331120000;54D;60900;12G1770711U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;10000,00
2021;1331120000;54D;60900;12G1770711U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;170000,00
2021;1331120000;54D;60900;12G1812161U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;290000,00
2021;1331120000;54D;60900;12G1812161U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;460000,00
2021;1331120000;54D;60900;12G1820251U1;INVERSIÓN EN INVESTIGACION Y DESARROLLO;50000,00
2021;1331120000;54D;60909;12G1812161U1;OTRO INMOVILIZADO INMATERIAL;300000,00
2021;1331130000;54D;22101;13OP18030214;AGUA;100,00
2021;1331130000;54D;22103;13OP18030208;COMBUSTIBLE;100,00
2021;1331130000;54D;22200;13OP18030208;TELEFONICAS;100,00
2021;1331130000;54D;22200;13OP18030214;TELEFONICAS;100,00
2021;1331130000;54D;22609;13OP18030208;OTROS;100,00
2021;1331130000;54D;22712;13FP91000038;TRADUCCIONES E INTERPRETACIONES;1000,00
2021;1331130000;54D;22712;13OP18030214;TRADUCCIONES E INTERPRETACIONES;192,00
2021;1331130000;54D;22712;13OP18030217;TRADUCCIONES E INTERPRETACIONES;432,00
2021;1331130000;54D;22712;13OP18030224;TRADUCCIONES E INTERPRETACIONES;3000,00
2021;1331130000;54D;23000;13FP91000038;DIETAS;1150,00
2021;1331130000;54D;23000;13FP91000042;DIETAS;4593,00
2021;1331130000;54D;23000;13FP91000043;DIETAS;1500,00
2021;1331130000;54D;23000;13OP18010306;DIETAS;325,00
2021;1331130000;54D;23000;13OP18030207;DIETAS;1000,00
2021;1331130000;54D;23000;13OP18030208;DIETAS;600,00
2021;1331130000;54D;23000;13OP18030214;DIETAS;600,00
2021;1331130000;54D;23000;13OP18030217;DIETAS;650,00
2021;1331130000;54D;23000;13OP18030219;DIETAS;1250,00
2021;1331130000;54D;23000;13OP18030224;DIETAS;1000,00
2021;1331130000;54D;23100;13FP91000038;LOCOMOCION;1150,00
2021;1331130000;54D;23100;13FP91000042;LOCOMOCION;5000,00
2021;1331130000;54D;23100;13FP91000043;LOCOMOCION;1545,00
2021;1331130000;54D;23100;13OP18010306;LOCOMOCION;325,00
2021;1331130000;54D;23100;13OP18030207;LOCOMOCION;1000,00
2021;1331130000;54D;23100;13OP18030208;LOCOMOCION;600,00
2021;1331130000;54D;23100;13OP18030214;LOCOMOCION;500,00
2021;1331130000;54D;23100;13OP18030217;LOCOMOCION;650,00
2021;1331130000;54D;23100;13OP18030219;LOCOMOCION;1250,00
2021;1331130000;54D;23100;13OP18030224;LOCOMOCION;1000,00
